Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Amazon_01,Edge Chromium 134.0.3124.72,,,21-03-2025 10:15:41,21-03-2025 10:52:13,36m - 32.599s,FAILED
,,,,,,,
Test Cases/TC_Amazon_NewUserRegistration_001,Edge Chromium 134.0.3124.72,,,21-03-2025 10:29:38,21-03-2025 10:34:33,4m - 55.416s,FAILED
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:29:38,21-03-2025 10:29:44,5.402s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:29:44,21-03-2025 10:29:53,8.997s,PASSED
"mouseOver(findTestObject(""Object Repository/Amazon_NewUserRegistration_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists_nav-icon nav-arrow""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:29:53,21-03-2025 10:30:01,8.161s,PASSED
"click(findTestObject(""Amazon_NewUserRegistration_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/a_Start here""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:30:01,21-03-2025 10:30:08,6.697s,PASSED
"setText(findTestObject(""Amazon_NewUserRegistration_OR/Page_Amazon Registration/input_Your name_customerName""), ""kim smith"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:30:08,21-03-2025 10:31:14,1m - 6.266s,PASSED
delay(5),Edge Chromium 134.0.3124.72,,,21-03-2025 10:31:14,21-03-2025 10:31:19,5.062s,PASSED
"setText(findTestObject(""Amazon_NewUserRegistration_OR/Page_Amazon Registration/input_IN 91_email""), ""7586749895"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:31:19,21-03-2025 10:31:58,39.273s,FAILED
delay(5),Edge Chromium 134.0.3124.72,,,21-03-2025 10:31:58,21-03-2025 10:32:03,5.059s,PASSED
"setEncryptedText(findTestObject(""Amazon_NewUserRegistration_OR/Page_Amazon Registration/input_Password_password""), ""k/7Oj5LYQEE="")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:32:03,21-03-2025 10:32:40,36.276s,FAILED
delay(5),Edge Chromium 134.0.3124.72,,,21-03-2025 10:32:40,21-03-2025 10:32:45,5.019s,PASSED
"click(findTestObject(""Amazon_NewUserRegistration_OR/Page_Amazon Registration/input_Passwords must be at least 6 characters_continue""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:32:45,21-03-2025 10:33:18,33.270s,PASSED
delay(5),Edge Chromium 134.0.3124.72,,,21-03-2025 10:33:18,21-03-2025 10:33:23,5.010s,PASSED
"setText(findTestObject(""Amazon_NewUserRegistration_OR/Page_Authentication required/input_Enter OTP_code""), ""234567"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:33:23,21-03-2025 10:33:59,35.954s,FAILED
delay(20),Edge Chromium 134.0.3124.72,,,21-03-2025 10:33:59,21-03-2025 10:34:19,20.021s,PASSED
"click(findTestObject(""Amazon_NewUserRegistration_OR/Page_Authentication required/input_Please enter the verification code_a-button-input""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:19,21-03-2025 10:34:21,2.230s,PASSED
delay(10),Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:21,21-03-2025 10:34:31,10.007s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:31,21-03-2025 10:34:33,2.308s,PASSED
,,,,,,,
Test Cases/TC_Amazon_Login_002,Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:33,21-03-2025 10:35:14,40.910s,PASSED
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:34,21-03-2025 10:34:39,5.215s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:39,21-03-2025 10:34:44,4.777s,PASSED
"mouseOver(findTestObject(""Amazon_Login_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Account  Lists""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:44,21-03-2025 10:34:47,3.231s,PASSED
"click(findTestObject(""Object Repository/Amazon_Login_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Sign in""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:47,21-03-2025 10:34:50,2.416s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Login_OR/Page_/input_IN 91_email""), ""8765257308"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:50,21-03-2025 10:34:53,3.126s,PASSED
"click(findTestObject(""Object Repository/Amazon_Login_OR/Page_/input_Passkey error_a-button-input""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:53,21-03-2025 10:34:55,2.740s,PASSED
