Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Amazon_04,Firefox 136.0.2,,,21-03-2025 10:15:42,21-03-2025 10:32:04,16m - 21.799s,FAILED
,,,,,,,
Test Cases/TC_Amazon_CreatingAWishlist_014,Firefox 136.0.2,,,21-03-2025 10:23:35,21-03-2025 10:26:22,2m - 47.648s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,21-03-2025 10:23:35,21-03-2025 10:23:58,22.717s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,21-03-2025 10:23:58,21-03-2025 10:24:02,4.655s,PASSED
"mouseOver(findTestObject(""Amazon_AddingAProductToWishlist_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Firefox 136.0.2,,,21-03-2025 10:24:02,21-03-2025 10:24:10,7.442s,PASSED
"click(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Sign in""))",Firefox 136.0.2,,,21-03-2025 10:24:10,21-03-2025 10:24:14,4.764s,PASSED
"setText(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_/input_IN 91_email""), ""8765257308"")",Firefox 136.0.2,,,21-03-2025 10:24:14,21-03-2025 10:25:18,1m - 3.887s,PASSED
"click(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_/input_Passkey error_a-button-input""))",Firefox 136.0.2,,,21-03-2025 10:25:18,21-03-2025 10:25:22,3.445s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_Amazon Sign In/input_Forgot password_password""), ""FJEEn2Q6rEqImg+RR4ytGA=="")",Firefox 136.0.2,,,21-03-2025 10:25:22,21-03-2025 10:25:23,1.194s,PASSED
"click(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Firefox 136.0.2,,,21-03-2025 10:25:23,21-03-2025 10:25:28,4.879s,PASSED
delay(10),Firefox 136.0.2,,,21-03-2025 10:25:28,21-03-2025 10:25:38,10.030s,PASSED
"mouseOver(findTestObject(""Amazon_AddingAProductToWishlist_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Firefox 136.0.2,,,21-03-2025 10:25:38,21-03-2025 10:25:39,1.029s,PASSED
"click(findTestObject(""Amazon_AddingAProductToWishlist_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Create a Wish List""))",Firefox 136.0.2,,,21-03-2025 10:25:39,21-03-2025 10:25:44,4.685s,PASSED
"setText(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_Wish List/input_List name (required)_list-name""), ""Books"")",Firefox 136.0.2,,,21-03-2025 10:25:44,21-03-2025 10:25:48,4.346s,PASSED
"click(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_Wish List/input_Create a Baby Wishlist_a-button-input_b3c86b""))",Firefox 136.0.2,,,21-03-2025 10:25:48,21-03-2025 10:26:20,31.624s,FAILED
"mouseOver(findTestObject(""Amazon_AddingAProductToWishlist_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Firefox 136.0.2,,,21-03-2025 10:26:20,21-03-2025 10:26:20,0.716s,PASSED
"click(findTestObject(""Object Repository/Amazon_AddingAProductToWishlist_OR/Page_Amazon.in/span_Sign Out""))",Firefox 136.0.2,,,21-03-2025 10:26:20,21-03-2025 10:26:22,1.937s,FAILED
,,,,,,,
Test Cases/TC_Amazon_AddingProductToWishlist_015,Firefox 136.0.2,,,21-03-2025 10:26:22,21-03-2025 10:27:56,1m - 33.284s,PASSED
"openBrowser("""")",Firefox 136.0.2,,,21-03-2025 10:26:24,21-03-2025 10:26:53,29.597s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,21-03-2025 10:26:53,21-03-2025 10:26:56,3.110s,PASSED
"mouseOver(findTestObject(""Amazon_AddingProductToWishlist_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Firefox 136.0.2,,,21-03-2025 10:26:56,21-03-2025 10:27:03,7.127s,PASSED
