Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Amazon_03,Firefox 136.0.2,,,21-03-2025 07:43:47,21-03-2025 09:03:01,1h - 19m - 14.377s,FAILED
,,,,,,,
Test Cases/TC_Amazon_ValidatePlacingAOrder_009,Firefox 136.0.2,,,21-03-2025 07:58:45,21-03-2025 08:04:27,5m - 42.393s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,21-03-2025 07:58:45,21-03-2025 07:58:50,5.393s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,21-03-2025 07:58:50,21-03-2025 07:58:53,3.056s,PASSED
"mouseOver(findTestObject(""Amazon_ValidatingPlacingAOrder_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Firefox 136.0.2,,,21-03-2025 07:58:53,21-03-2025 07:58:55,1.221s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Sign in""))",Firefox 136.0.2,,,21-03-2025 07:58:55,21-03-2025 07:58:57,2.227s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Amazon Sign In/input_Email or mobile phone number_email""), ""8765257308"")",Firefox 136.0.2,,,21-03-2025 07:58:57,21-03-2025 08:00:00,1m - 2.909s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Amazon Sign In/input_Wrong or Invalid email address or mob_77ed40""))",Firefox 136.0.2,,,21-03-2025 08:00:00,21-03-2025 08:00:33,32.938s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Amazon Sign In/input_Forgot password_password""), ""FJEEn2Q6rEqImg+RR4ytGA=="")",Firefox 136.0.2,,,21-03-2025 08:00:33,21-03-2025 08:00:33,0.850s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Firefox 136.0.2,,,21-03-2025 08:00:33,21-03-2025 08:00:36,2.907s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), ""search-alias=stripbooks"", true)",Firefox 136.0.2,,,21-03-2025 08:00:36,21-03-2025 08:00:43,6.684s,FAILED
"setText(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), ""dopamine detox"")",Firefox 136.0.2,,,21-03-2025 08:00:43,21-03-2025 08:00:44,0.670s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Firefox 136.0.2,,,21-03-2025 08:00:44,21-03-2025 08:00:47,3.716s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatingPlacingAOrder_OR/Page_Amazon.in  dopamine detox/span_Dopamine Detox  A Short Guide to Remov_c6ee6f""))",Firefox 136.0.2,,,21-03-2025 08:00:47,21-03-2025 08:01:19,31.819s,PASSED
"newTab("""")",Firefox 136.0.2,,,21-03-2025 08:01:19,21-03-2025 08:01:20,0.403s,PASSED
